cbsacode,metrodivisioncode,csacode,cbsatitle,metropolitanmicropolitanstatis,metropolitandivisiontitle,csatitle,countycountyequivalent,statename,fipsstatecode,fipscountycode,centraloutlyingcounty
36740,,422,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,,"Orlando-Deltona-Daytona Beach, FL",Orange County,Florida,12,95,Central
36740,,422,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,,"Orlando-Deltona-Daytona Beach, FL",Osceola County,Florida,12,97,Outlying
33100,48424,370,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"West Palm Beach-Boca Raton-Delray Beach, FL","Miami-Fort Lauderdale-Port St. Lucie, FL",Palm Beach County,Florida,12,99,Central
45300,,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,,,Pasco County,Florida,12,101,Central
45300,,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,,,Pinellas County,Florida,12,103,Central
29460,,,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,,,Polk County,Florida,12,105,Central
37260,,300,"Palatka, FL",Micropolitan Statistical Area,,"Jacksonville-St. Marys-Palatka, FL-GA",Putnam County,Florida,12,107,Central
27260,,300,"Jacksonville, FL",Metropolitan Statistical Area,,"Jacksonville-St. Marys-Palatka, FL-GA",St. Johns County,Florida,12,109,Outlying
38940,,370,"Port St. Lucie, FL",Metropolitan Statistical Area,,"Miami-Fort Lauderdale-Port St. Lucie, FL",St. Lucie County,Florida,12,111,Central
37860,,,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,,,Santa Rosa County,Florida,12,113,Central
35840,,412,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,,"North Port-Sarasota, FL",Sarasota County,Florida,12,115,Central
36740,,422,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,,"Orlando-Deltona-Daytona Beach, FL",Seminole County,Florida,12,117,Central
45540,,422,"The Villages, FL",Metropolitan Statistical Area,,"Orlando-Deltona-Daytona Beach, FL",Sumter County,Florida,12,119,Central
19660,,422,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,,"Orlando-Deltona-Daytona Beach, FL",Volusia County,Florida,12,127,Central
45220,,533,"Tallahassee, FL",Metropolitan Statistical Area,,"Tallahassee-Bainbridge, FL-GA",Wakulla County,Florida,12,129,Outlying
18880,,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,,,Walton County,Florida,12,131,Central
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Baker County,Georgia,13,7,Outlying
33300,,,"Milledgeville, GA",Micropolitan Statistical Area,,,Baldwin County,Georgia,13,9,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Barrow County,Georgia,13,13,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Bartow County,Georgia,13,15,Outlying
22340,,,"Fitzgerald, GA",Micropolitan Statistical Area,,,Ben Hill County,Georgia,13,17,Central
31420,,356,"Macon, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Bibb County,Georgia,13,21,Central
15260,,,"Brunswick, GA",Metropolitan Statistical Area,,,Brantley County,Georgia,13,25,Outlying
46660,,,"Valdosta, GA",Metropolitan Statistical Area,,,Brooks County,Georgia,13,27,Outlying
42340,,496,"Savannah, GA",Metropolitan Statistical Area,,"Savannah-Hinesville-Statesboro, GA",Bryan County,Georgia,13,29,Central
44340,,496,"Statesboro, GA",Micropolitan Statistical Area,,"Savannah-Hinesville-Statesboro, GA",Bulloch County,Georgia,13,31,Central
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Burke County,Georgia,13,33,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Butts County,Georgia,13,35,Outlying
41220,,300,"St. Marys, GA",Micropolitan Statistical Area,,"Jacksonville-St. Marys-Palatka, FL-GA",Camden County,Georgia,13,39,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Carroll County,Georgia,13,45,Outlying
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Catoosa County,Georgia,13,47,Central
42340,,496,"Savannah, GA",Metropolitan Statistical Area,,"Savannah-Hinesville-Statesboro, GA",Chatham County,Georgia,13,51,Central
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Chattahoochee County,Georgia,13,53,Central
44900,,470,"Summerville, GA",Micropolitan Statistical Area,,"Rome-Summerville, GA",Chattooga County,Georgia,13,55,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Cherokee County,Georgia,13,57,Central
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Clarke County,Georgia,13,59,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Clayton County,Georgia,13,63,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Cobb County,Georgia,13,67,Central
20060,,,"Douglas, GA",Micropolitan Statistical Area,,,Coffee County,Georgia,13,69,Central
34220,,,"Moultrie, GA",Micropolitan Statistical Area,,,Colquitt County,Georgia,13,71,Central
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Columbia County,Georgia,13,73,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Coweta County,Georgia,13,77,Central
31420,,356,"Macon, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Crawford County,Georgia,13,79,Outlying
18380,,,"Cordele, GA",Micropolitan Statistical Area,,,Crisp County,Georgia,13,81,Central
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Dade County,Georgia,13,83,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Dawson County,Georgia,13,85,Outlying
12460,,533,"Bainbridge, GA",Micropolitan Statistical Area,,"Tallahassee-Bainbridge, FL-GA",Decatur County,Georgia,13,87,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",DeKalb County,Georgia,13,89,Central
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Dougherty County,Georgia,13,95,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Douglas County,Georgia,13,97,Central
46660,,,"Valdosta, GA",Metropolitan Statistical Area,,,Echols County,Georgia,13,101,Outlying
42340,,496,"Savannah, GA",Metropolitan Statistical Area,,"Savannah-Hinesville-Statesboro, GA",Effingham County,Georgia,13,103,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Fayette County,Georgia,13,113,Central
40660,,470,"Rome, GA",Metropolitan Statistical Area,,"Rome-Summerville, GA",Floyd County,Georgia,13,115,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Forsyth County,Georgia,13,117,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Fulton County,Georgia,13,121,Central
15260,,,"Brunswick, GA",Metropolitan Statistical Area,,,Glynn County,Georgia,13,127,Central
15660,,122,"Calhoun, GA",Micropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Gordon County,Georgia,13,129,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Gwinnett County,Georgia,13,135,Central
18460,,,"Cornelia, GA",Micropolitan Statistical Area,,,Habersham County,Georgia,13,137,Central
23580,,122,"Gainesville, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Hall County,Georgia,13,139,Central
33300,,,"Milledgeville, GA",Micropolitan Statistical Area,,,Hancock County,Georgia,13,141,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Haralson County,Georgia,13,143,Outlying
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Harris County,Georgia,13,145,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Heard County,Georgia,13,149,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Henry County,Georgia,13,151,Central
47580,,356,"Warner Robins, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Houston County,Georgia,13,153,Central
27600,,122,"Jefferson, GA",Micropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Jackson County,Georgia,13,157,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Jasper County,Georgia,13,159,Outlying
20140,,,"Dublin, GA",Micropolitan Statistical Area,,,Johnson County,Georgia,13,167,Outlying
31420,,356,"Macon, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Jones County,Georgia,13,169,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Lamar County,Georgia,13,171,Outlying
46660,,,"Valdosta, GA",Metropolitan Statistical Area,,,Lanier County,Georgia,13,173,Outlying
20140,,,"Dublin, GA",Micropolitan Statistical Area,,,Laurens County,Georgia,13,175,Central
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Lee County,Georgia,13,177,Central
25980,,496,"Hinesville, GA",Metropolitan Statistical Area,,"Savannah-Hinesville-Statesboro, GA",Liberty County,Georgia,13,179,Central
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Lincoln County,Georgia,13,181,Outlying
25980,,496,"Hinesville, GA",Metropolitan Statistical Area,,"Savannah-Hinesville-Statesboro, GA",Long County,Georgia,13,183,Outlying
46660,,,"Valdosta, GA",Metropolitan Statistical Area,,,Lowndes County,Georgia,13,185,Central
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,McDuffie County,Georgia,13,189,Outlying
15260,,,"Brunswick, GA",Metropolitan Statistical Area,,,McIntosh County,Georgia,13,191,Outlying
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Madison County,Georgia,13,195,Outlying
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Marion County,Georgia,13,197,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Meriwether County,Georgia,13,199,Outlying
31420,,356,"Macon, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Monroe County,Georgia,13,207,Outlying
47080,,,"Vidalia, GA",Micropolitan Statistical Area,,,Montgomery County,Georgia,13,209,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Morgan County,Georgia,13,211,Outlying
19140,,174,"Dalton, GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Murray County,Georgia,13,213,Central
17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Muscogee County,Georgia,13,215,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Newton County,Georgia,13,217,Central
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Oconee County,Georgia,13,219,Central
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Oglethorpe County,Georgia,13,221,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Paulding County,Georgia,13,223,Central
47580,,356,"Warner Robins, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Peach County,Georgia,13,225,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Pickens County,Georgia,13,227,Outlying
48180,,,"Waycross, GA",Micropolitan Statistical Area,,,Pierce County,Georgia,13,229,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Pike County,Georgia,13,231,Outlying
16340,,122,"Cedartown, GA",Micropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Polk County,Georgia,13,233,Central
47580,,356,"Warner Robins, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Pulaski County,Georgia,13,235,Outlying
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Richmond County,Georgia,13,245,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Rockdale County,Georgia,13,247,Central
11140,,,"Americus, GA",Micropolitan Statistical Area,,,Schley County,Georgia,13,249,Outlying
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Spalding County,Georgia,13,255,Central
45740,,,"Toccoa, GA",Micropolitan Statistical Area,,,Stephens County,Georgia,13,257,Central
11140,,,"Americus, GA",Micropolitan Statistical Area,,,Sumter County,Georgia,13,261,Central
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Terrell County,Georgia,13,273,Outlying
45620,,,"Thomasville, GA",Micropolitan Statistical Area,,,Thomas County,Georgia,13,275,Central
45700,,,"Tifton, GA",Micropolitan Statistical Area,,,Tift County,Georgia,13,277,Central
47080,,,"Vidalia, GA",Micropolitan Statistical Area,,,Toombs County,Georgia,13,279,Central
29300,,122,"LaGrange, GA",Micropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Troup County,Georgia,13,285,Central
31420,,356,"Macon, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Twiggs County,Georgia,13,289,Outlying
45580,,122,"Thomaston, GA",Micropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Upson County,Georgia,13,293,Central
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Walker County,Georgia,13,295,Central
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Walton County,Georgia,13,297,Central
48180,,,"Waycross, GA",Micropolitan Statistical Area,,,Ware County,Georgia,13,299,Central
27700,,,"Jesup, GA",Micropolitan Statistical Area,,,Wayne County,Georgia,13,305,Central
19140,,174,"Dalton, GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Whitfield County,Georgia,13,313,Central
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Worth County,Georgia,13,321,Outlying
25900,,,"Hilo, HI",Micropolitan Statistical Area,,,Hawaii County,Hawaii,15,1,Central
46520,,,"Urban Honolulu, HI",Metropolitan Statistical Area,,,Honolulu County,Hawaii,15,3,Central
27980,,,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,,,Kalawao County,Hawaii,15,5,Outlying
28180,,,"Kapaa, HI",Micropolitan Statistical Area,,,Kauai County,Hawaii,15,7,Central
27980,,,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,,,Maui County,Hawaii,15,9,Central
14260,,147,"Boise City, ID",Metropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Ada County,Idaho,16,1,Central
38540,,,"Pocatello, ID",Metropolitan Statistical Area,,,Bannock County,Idaho,16,5,Central
13940,,292,"Blackfoot, ID",Micropolitan Statistical Area,,"Idaho Falls-Rexburg-Blackfoot, ID",Bingham County,Idaho,16,11,Central
25200,,,"Hailey, ID",Micropolitan Statistical Area,,,Blaine County,Idaho,16,13,Central
14260,,147,"Boise City, ID",Metropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Boise County,Idaho,16,15,Outlying
41760,,,"Sandpoint, ID",Micropolitan Statistical Area,,,Bonner County,Idaho,16,17,Central
26820,,292,"Idaho Falls, ID",Metropolitan Statistical Area,,"Idaho Falls-Rexburg-Blackfoot, ID",Bonneville County,Idaho,16,19,Central
26820,,292,"Idaho Falls, ID",Metropolitan Statistical Area,,"Idaho Falls-Rexburg-Blackfoot, ID",Butte County,Idaho,16,23,Outlying
25200,,,"Hailey, ID",Micropolitan Statistical Area,,,Camas County,Idaho,16,25,Outlying
14260,,147,"Boise City, ID",Metropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Canyon County,Idaho,16,27,Outlying
15420,,,"Burley, ID",Micropolitan Statistical Area,,,Cassia County,Idaho,16,31,Central
34300,,147,"Mountain Home, ID",Micropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Elmore County,Idaho,16,39,Central
30860,,,"Logan, UT-ID",Metropolitan Statistical Area,,,Franklin County,Idaho,16,41,Outlying
39940,,292,"Rexburg, ID",Micropolitan Statistical Area,,"Idaho Falls-Rexburg-Blackfoot, ID",Fremont County,Idaho,16,43,Outlying
14260,,147,"Boise City, ID",Metropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Gem County,Idaho,16,45,Outlying
26820,,292,"Idaho Falls, ID",Metropolitan Statistical Area,,"Idaho Falls-Rexburg-Blackfoot, ID",Jefferson County,Idaho,16,51,Outlying
46300,,,"Twin Falls, ID",Micropolitan Statistical Area,,,Jerome County,Idaho,16,53,Outlying
17660,,518,"Coeur d'Alene, ID",Metropolitan Statistical Area,,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",Kootenai County,Idaho,16,55,Central
34140,,446,"Moscow, ID",Micropolitan Statistical Area,,"Pullman-Moscow, WA-ID",Latah County,Idaho,16,57,Central
